,IDENTIFIER,DAYS_ENGAGED,APPS_USED
261168,139783,2,3.0
261172,319625,2,6.0
261174,132244,2,1.0
261179,188090,1,1.0
261181,215476,2,1.0
261182,295084,2,2.0
261184,227791,4,4.0
261185,108582,2,6.0
261192,297303,1,
261197,227422,1,4.0
261202,249977,1,
261204,257413,1,
261207,171705,1,2.0
261213,317972,1,2.0
261215,317142,1,3.0
261219,205956,2,
261222,157717,1,2.0
261224,271828,4,2.0
261227,133106,2,2.0
261229,306993,1,1.0
261231,289717,1,1.0
261251,179495,1,1.0
261253,108669,1,2.0
261262,138974,1,
261263,224636,1,2.0
261266,309249,1,5.0
261273,230852,1,1.0
261276,150626,1,4.0
261277,248775,1,2.0
261280,306966,2,2.0
261286,269878,2,3.0
261288,105175,2,3.0
261290,282568,3,3.0
261292,151771,3,3.0
261294,288131,3,4.0
261295,204500,1,
261308,306874,1,
261310,306001,2,5.0
261312,195311,3,1.0
261313,306124,1,
261315,238769,2,3.0
261317,276056,1,1.0
261323,271102,1,1.0
261324,134783,4,3.0
261326,149136,1,2.0
261332,183448,1,
261334,156029,1,
261337,239504,2,11.0
261340,136983,1,
261341,320629,1,2.0
261343,226583,1,3.0
261345,220066,1,
261348,170006,1,1.0
261370,192276,3,5.0
261372,289762,1,
261374,320439,1,
261375,233083,1,
261378,266533,2,
261383,269428,1,1.0
261388,213524,1,
261390,133848,1,3.0
261393,221389,2,9.0
261395,289339,1,
261398,166763,3,6.0
261401,321746,1,2.0
261403,288060,2,1.0
261408,159268,3,1.0
261411,134327,1,1.0
261415,218382,1,
261419,273956,1,
261423,182226,1,
261427,154514,2,
261430,173646,1,3.0
261432,221192,1,1.0
261437,275822,2,3.0
261439,108029,1,2.0
261440,307172,3,3.0
261448,308844,5,12.0
261449,264457,1,4.0
261450,310099,2,1.0
261452,160139,1,2.0
261454,264888,1,
261455,148251,1,
261465,295945,2,1.0
261468,318299,1,
261497,197706,1,
261500,221044,2,3.0
261504,142843,1,
261506,311726,1,1.0
261507,175912,3,1.0
261511,155975,3,3.0
261514,106641,1,5.0
261517,166027,1,1.0
261533,313116,2,
261534,200792,1,3.0
261535,208736,3,
261536,286872,2,
261542,255635,2,2.0
261543,127734,4,8.0
261550,208551,1,1.0
261551,225584,4,2.0
261555,251581,1,2.0
261557,203905,1,
261560,232376,1,1.0
261562,107849,1,1.0
261563,225788,1,2.0
261568,274713,2,4.0
261571,160335,1,
261577,318222,1,
261580,287857,1,1.0
261582,298221,2,4.0
261590,315765,2,3.0
261592,313554,1,3.0
261618,181466,2,1.0
261622,146716,1,1.0
261625,135421,1,1.0
261629,149714,1,
261631,199944,2,6.0
261632,296101,1,
261633,204254,2,
261635,164401,2,2.0
261639,119361,1,2.0
261640,173128,1,2.0
261647,196064,1,
261655,271856,1,2.0
261662,291957,2,2.0
261663,154773,1,2.0
261668,123148,1,3.0
261672,253835,1,3.0
261676,304160,1,3.0
261679,250809,1,4.0
261680,133368,1,1.0
261684,259928,3,2.0
261687,197329,1,
261688,195284,3,9.0
261689,265007,2,1.0
261698,137270,2,5.0
261704,177293,3,2.0
261705,150103,1,
261729,212251,1,
261733,272001,1,
261738,208814,3,3.0
261739,143994,1,
261742,231218,1,2.0
261747,268051,2,2.0
261751,157495,1,
261753,163072,1,
261766,159508,2,3.0
261767,154847,2,1.0
261772,209303,1,2.0
261773,132562,2,3.0
261774,170726,2,
261775,138083,1,1.0
261777,220603,1,1.0
261778,113618,1,2.0
261784,295157,2,2.0
261785,148499,1,
261786,313224,2,11.0
261790,262319,2,
261793,265898,5,18.0
261798,247073,2,6.0
261808,303338,2,3.0
261814,140500,1,4.0
261816,203443,1,1.0
261817,150943,1,1.0
261823,278960,1,3.0
261825,166384,1,
261846,281612,2,5.0
261847,251083,3,3.0
261853,175035,1,1.0
261861,110062,1,2.0
261862,131918,3,1.0
261864,171305,1,
261866,147562,1,
261871,242075,4,7.0
261877,236421,1,9.0
261883,136107,1,
261884,208449,1,
261891,325015,3,5.0
261892,215770,3,
261901,149034,1,1.0
261906,155527,1,1.0
261907,299399,1,4.0
261908,161654,1,2.0
261921,135676,1,4.0
261924,171226,1,
261930,249962,1,
261934,285590,1,
261937,179986,1,6.0
261939,145234,1,1.0
261940,291096,1,
261941,189247,1,
261945,213956,1,1.0
261968,133382,1,
261981,261464,2,9.0
261983,227055,1,1.0
261985,161230,1,1.0
261986,163852,2,2.0
261987,103395,1,2.0
261988,283678,1,1.0
261995,131510,1,9.0
261996,122568,2,1.0
261997,195637,1,
262000,117905,3,3.0
262005,306366,1,1.0
262007,200525,1,2.0
262008,246891,2,
262012,315476,1,1.0
262018,299994,1,1.0
262022,254449,1,2.0
262032,206582,1,
262037,321044,2,2.0
262038,288887,1,
262042,307238,1,2.0
262046,248236,1,
262052,312631,1,1.0
262053,190185,1,2.0
262055,112707,1,
262056,251099,1,1.0
262059,298450,1,1.0
262060,321020,1,2.0
262062,163020,2,
262066,149073,3,7.0
262067,278273,2,3.0
262092,230199,1,
262095,137423,1,2.0
262098,146204,1,
262099,254440,2,5.0
262100,274948,1,3.0
262108,129164,1,1.0
262112,161777,1,
262114,189597,1,
262118,257131,1,1.0
262121,168084,2,3.0
262122,215261,1,
262125,311019,1,1.0
262127,273154,2,
262131,305947,3,6.0
262136,285290,1,3.0
262138,142588,2,3.0
262145,292349,1,
262146,142862,1,2.0
262147,247416,1,1.0
262148,163857,2,11.0
262151,172359,1,
262155,270121,2,3.0
262156,215412,1,
262157,324689,2,8.0
262158,159265,1,1.0
262159,251682,1,1.0
262161,299238,1,
262162,265408,1,1.0
262195,309225,2,2.0
262196,307527,1,2.0
262198,219971,1,3.0
262200,149324,1,1.0
262201,116013,1,
262202,272899,2,2.0
262205,286213,1,5.0
262208,320989,1,
262209,149573,2,6.0
262210,227978,1,
262211,156042,1,2.0
262220,194160,3,9.0
262222,218474,1,
262223,305723,1,2.0
262225,251619,1,
262227,245984,1,
262231,232924,1,
262238,192060,2,3.0
262240,247654,1,1.0
262241,259371,1,
262242,267286,1,
262248,213014,1,3.0
262254,159828,1,1.0
262256,288069,1,1.0
262262,261876,1,4.0
262263,296331,1,1.0
262265,185842,1,
262284,294356,2,
262286,180792,1,
262288,265236,1,
262291,212315,1,
262292,304094,4,4.0
262306,260742,1,1.0
262314,278742,2,
262315,303276,1,1.0
262317,263018,1,1.0
262319,102084,1,4.0
262321,179023,1,
262324,314111,2,3.0
262325,138631,1,2.0
262326,261020,1,2.0
262329,272689,1,
262330,176009,1,9.0
262331,323825,2,2.0
262334,162156,1,5.0
262336,262794,2,3.0
262342,293459,1,1.0
262344,150314,1,
262346,257094,1,
262347,197625,1,
262348,234588,1,2.0
262350,269499,1,2.0
262351,308385,1,1.0
262355,290450,1,
262357,158323,1,
262389,266249,1,3.0
262391,128291,1,2.0
262402,258151,1,4.0
262406,102486,1,1.0
262408,113144,2,2.0
262410,104970,1,1.0
262417,317002,1,1.0
262423,317646,1,1.0
262429,231255,1,1.0
262431,149203,1,
262432,133838,1,1.0
262433,111141,1,
262434,317084,1,
262456,226087,1,14.0
262458,220560,1,
262460,164129,1,
262465,119464,1,9.0
262467,193728,1,
262468,187833,2,6.0
262473,322749,1,
262474,206303,1,
262478,140924,1,1.0
262481,292941,1,5.0
262482,209296,1,1.0
262495,210286,1,2.0
262497,186535,1,2.0
262502,297971,1,1.0
262510,134969,2,5.0
262511,239166,1,2.0
262515,261602,1,
262516,254639,1,2.0
262521,286300,1,5.0
262522,263574,2,
262523,132973,2,5.0
262526,291528,1,1.0
262527,162403,1,8.0
262537,263632,1,1.0
262562,241705,1,
262574,297679,1,2.0
262578,110371,5,9.0
262579,111894,1,1.0
262581,325412,1,
262589,223904,1,1.0
262591,183587,1,
262597,308039,1,
262601,116412,1,
262614,322924,1,
262618,272603,1,1.0
262623,274680,1,1.0
262624,291296,2,1.0
262625,226791,1,
262627,228722,2,2.0
262628,236734,1,
262632,143410,2,1.0
262634,100373,1,1.0
262635,107318,1,5.0
262639,182109,1,
262646,170896,1,1.0
262657,250698,1,1.0
262680,231169,1,2.0
262682,109873,1,3.0
262683,310669,2,2.0
262684,306322,1,
262691,187663,1,
262693,113414,2,5.0
262697,270092,1,
262701,302544,1,1.0
262703,225129,1,1.0
262707,278141,1,1.0
262708,228884,1,1.0
262711,217214,1,
262712,158825,2,
262715,155417,1,
262718,137414,3,6.0
262721,309850,1,2.0
262726,145421,2,4.0
262734,229122,2,
262736,136620,2,
262737,301969,1,7.0
262738,317243,3,3.0
262741,259214,1,1.0
262742,301098,2,3.0
262748,208172,1,
262750,201836,2,4.0
262752,198164,1,
262767,293921,1,3.0
262770,164837,2,2.0
262773,113598,1,2.0
262783,301299,1,
262787,243176,1,2.0
262791,159941,1,3.0
262798,235549,1,3.0
262799,315647,1,3.0
262800,182111,1,2.0
262801,303604,1,1.0
262807,314052,1,
262808,125494,1,1.0
262810,275409,1,
262816,199741,1,1.0
262820,132471,1,3.0
262821,160564,1,
262823,305647,1,
262825,240586,1,
262828,204881,1,
262833,144515,1,
262840,297773,1,3.0
262858,254694,1,1.0
262859,127326,1,3.0
262861,290907,1,1.0
262865,264663,1,
262868,198943,1,
262870,160580,2,
262871,288939,2,1.0
262873,211029,1,2.0
262879,274350,2,1.0
262881,194031,1,1.0
262884,149332,2,9.0
262889,145861,1,2.0
262892,325575,2,
262895,107135,2,2.0
262898,205612,1,2.0
262900,226333,1,
262901,202851,1,2.0
262904,196866,1,1.0
262907,321017,1,
262908,255878,1,2.0
262912,259804,1,
262934,255156,1,7.0
262937,209863,1,
262943,167615,1,
262948,197499,1,1.0
262950,263530,2,2.0
262951,256690,1,
262953,316927,1,1.0
262956,237835,1,
262959,266718,1,2.0
262960,263107,1,
262965,205583,1,
262966,231114,1,
262969,120669,1,2.0
262971,269471,1,6.0
262976,271250,1,2.0
262981,283508,1,
262983,173916,1,
262984,118790,1,1.0
262986,173970,1,2.0
262987,233490,1,
262989,314352,2,1.0
262991,214821,1,
262993,278084,1,1.0
262996,129436,1,
263001,233059,1,2.0
263002,324452,1,
263005,192048,1,1.0
263006,263156,1,2.0
263010,143965,2,3.0
263027,262763,1,
263032,199811,2,1.0
263033,186890,1,
263035,207119,1,1.0
263038,187787,1,1.0
263041,228530,1,5.0
263044,140946,1,
263047,284472,1,1.0
263051,298912,1,1.0
263052,244653,1,
263058,162742,1,3.0
263072,264381,1,1.0
263074,325736,2,13.0
263075,255461,1,
263083,294172,1,
263090,237477,1,1.0
263093,206357,1,
263102,163454,1,4.0
263105,194827,1,
263116,311370,1,1.0
263117,213278,1,1.0
263118,162822,1,1.0
263124,298422,1,8.0
263128,265629,1,1.0
263130,213801,1,
263133,207971,1,1.0
263135,255204,1,
263137,154000,1,
263153,260316,1,1.0
263155,230235,1,
263157,125453,1,2.0
263165,153797,1,2.0
263169,320902,1,4.0
263170,191900,1,3.0
263171,313922,1,10.0
263172,159806,1,
263175,272730,1,
263178,152020,1,
263182,282787,1,1.0
263183,281015,1,1.0
263184,207729,1,2.0
263193,227863,1,
263220,156061,1,3.0
263225,250069,1,2.0
263231,238185,1,2.0
263239,157729,1,
263240,115091,1,2.0
263242,273397,1,
263243,304169,1,4.0
263253,208200,1,
263261,311564,1,1.0
263262,146299,1,3.0
263281,176557,1,1.0
263282,313615,1,2.0
263284,173947,1,1.0
263286,215543,1,
263290,117986,1,
263291,242825,1,1.0
263295,135140,1,2.0
263298,298170,1,
263301,140544,1,1.0
263305,217715,1,
263307,196037,1,1.0
263308,200567,1,1.0
263312,176693,1,1.0
263313,226166,1,
263316,116306,1,2.0
263318,292245,1,3.0
263321,143379,1,1.0
263323,259132,1,2.0
263329,117544,1,
263330,251173,1,1.0
263331,142062,1,1.0
263336,211863,1,
263339,195324,1,3.0
263340,191316,1,1.0
263347,183815,1,
263361,117836,1,2.0
263362,270713,1,
263371,313334,1,1.0
263375,202601,1,3.0
263376,109975,1,1.0
263380,151955,1,1.0
263382,279509,1,2.0
263386,323658,1,3.0
263389,298402,1,
263394,224622,1,13.0
263408,161454,1,1.0
263410,200712,1,
263415,247292,1,
263418,317985,1,1.0
263420,206181,1,1.0
263426,238445,1,
263427,136413,1,
263428,204091,1,1.0
263432,102030,1,1.0
263447,135416,22,32.0
263455,291464,3,8.0
263456,291174,4,6.0
263458,259980,10,13.0
263461,110539,6,1.0
263467,251448,1,3.0
263471,308400,8,10.0
263475,204747,3,1.0
263480,186218,4,6.0
263481,303711,8,5.0
263482,128219,18,5.0
263483,260180,8,6.0
263490,305450,3,3.0
263497,135462,1,2.0
263498,108982,13,20.0
263499,125521,7,11.0
263506,238457,8,3.0
263507,204745,4,5.0
263508,235942,6,6.0
263512,134112,12,35.0
263513,259718,6,15.0
263515,299227,4,10.0
263517,253219,6,12.0
263518,132038,2,
263519,153535,23,15.0
263522,125363,7,7.0
263523,248155,10,19.0
263525,197328,4,6.0
263526,106428,5,1.0
263530,114548,10,13.0
263531,233290,5,3.0
263533,186024,24,19.0
263543,147558,12,14.0
263548,189015,1,3.0
263549,223000,8,2.0
263551,119825,19,27.0
263552,254125,13,14.0
263557,297187,11,9.0
263560,309707,1,
263561,177112,4,11.0
263565,116445,7,14.0
263566,102929,7,5.0
263571,112389,9,5.0
263578,302626,2,3.0
263583,189599,5,6.0
263586,128511,11,10.0
263588,237429,3,3.0
263590,119759,10,11.0
263595,273290,9,20.0
263605,278500,5,6.0
263606,256362,8,15.0
263611,315462,14,20.0
263618,185500,6,
263623,232765,11,11.0
263627,196348,5,6.0
263632,234564,18,25.0
263639,171723,7,37.0
263640,316877,5,8.0
263643,175147,7,14.0
263644,197602,8,10.0
263653,288205,2,3.0
263664,317599,16,35.0
263666,209680,8,15.0
263667,160738,21,48.0
263668,215077,16,27.0
263670,138824,14,21.0
263673,282281,17,15.0
263684,208511,16,25.0
263686,164688,2,4.0
263696,122291,16,12.0
263702,212627,15,47.0
263705,117484,8,9.0
263707,161152,8,15.0
263708,191549,9,29.0
263713,267296,3,3.0
263717,283205,2,5.0
263719,101556,14,31.0
263723,319680,2,1.0
263733,228059,8,9.0
263735,286547,13,23.0
263736,253698,3,6.0
263744,170256,3,3.0
263748,280680,7,22.0
263753,325621,3,5.0
263754,227045,8,17.0
263757,224161,1,4.0
263759,102513,11,19.0
263760,198131,4,3.0
263763,130207,7,4.0
263768,124655,12,23.0
263769,180758,3,2.0
263772,133601,7,20.0
263773,108702,15,31.0
263777,247211,2,7.0
263779,137169,20,56.0
263780,308395,4,21.0
263781,176615,5,10.0
263788,103575,15,22.0
263789,174236,12,19.0
263790,216614,1,
263793,307472,15,38.0
263795,120514,14,20.0
263797,173074,3,2.0
263801,156657,7,3.0
263810,250275,1,
263813,230372,4,2.0
263816,104052,11,12.0
263818,277372,4,11.0
263821,220469,12,5.0
263824,260274,3,11.0
263828,190369,9,5.0
263832,290383,2,1.0
263834,303979,2,2.0
263837,229115,1,1.0
263838,243080,5,8.0
263840,237616,2,2.0
263842,103784,4,4.0
263843,233736,2,
263849,137833,6,17.0
263856,300564,9,10.0
263857,183676,19,23.0
263863,181806,18,74.0
263866,115763,8,35.0
263867,166068,9,15.0
263870,149651,13,1.0
263872,296750,3,2.0
263874,301115,8,3.0
263877,255219,27,29.0
263879,181018,10,13.0
263880,313954,1,1.0
263883,112056,16,20.0
263884,117817,6,9.0
263886,210032,4,2.0
263887,246744,2,2.0
263888,284634,1,2.0
263900,177062,5,8.0
263903,120203,12,2.0
263910,135172,7,27.0
263911,324478,16,26.0
263912,142480,16,8.0
263914,249664,17,33.0
263917,315898,12,18.0
263926,166355,8,11.0
263927,314647,2,1.0
263928,245482,16,20.0
263929,263401,2,2.0
263934,320430,2,1.0
263937,274569,3,7.0
263941,283146,4,6.0
263943,164571,14,21.0
263945,108987,1,1.0
263954,214606,7,5.0
263958,312444,20,42.0
263961,212076,12,7.0
263971,104887,7,
263972,113845,2,1.0
263976,104140,9,7.0
263979,127169,27,58.0
263980,125391,4,14.0
263984,246763,16,14.0
263988,159242,16,32.0
263997,242522,3,8.0
263998,243108,10,14.0
263999,265312,6,
264001,112161,9,17.0
264006,187715,8,12.0
264007,113088,9,19.0
264021,228633,14,13.0
264022,131576,9,15.0
264025,188989,16,43.0
264028,291338,9,22.0
264029,312497,24,52.0
264030,199810,6,1.0
264032,294615,11,22.0
264037,186135,7,16.0
264038,122943,5,2.0
264045,135958,12,9.0
264046,143260,22,40.0
264049,136279,18,16.0
264051,198096,26,5.0
264052,145621,2,1.0
264058,100105,26,47.0
264082,117487,13,6.0
264093,184932,5,1.0
264100,300184,9,20.0
264101,172563,2,4.0
264103,299505,12,10.0
264104,105384,17,36.0
264113,312328,2,
264116,311373,4,5.0
264127,102085,7,13.0
264128,260067,2,1.0
264136,294673,1,2.0
264140,136862,14,22.0
264142,320017,13,18.0
264143,248693,20,39.0
264145,276698,1,
264146,112354,14,11.0
264147,242130,1,1.0
264149,242968,7,9.0
264153,312575,2,1.0
264159,155320,19,16.0
264166,106761,7,8.0
264167,100104,7,1.0
264170,141899,13,14.0
264171,267607,5,4.0
264174,131376,9,25.0
264178,205159,8,16.0
264179,160910,8,1.0
264182,205435,5,3.0
264185,313453,3,3.0
264188,179843,2,5.0
264193,123749,12,19.0
264194,234166,10,6.0
264199,174028,4,3.0
264200,243715,11,9.0
264207,173406,6,3.0
264208,233285,5,10.0
264210,258497,8,21.0
264212,134610,6,7.0
264213,191350,15,18.0
264215,179683,4,7.0
264218,162989,9,6.0
264220,319338,15,4.0
264225,261687,5,4.0
264226,108412,9,7.0
264234,254019,6,11.0
264235,140936,13,25.0
264236,303290,10,14.0
264242,242018,4,10.0
264251,309683,3,1.0
264254,111762,13,31.0
264255,306405,12,16.0
264261,115685,11,25.0
264267,138597,16,24.0
264274,236795,4,1.0
264277,104602,8,2.0
264280,137321,3,2.0
264283,142293,3,4.0
264284,154595,19,99.0
264285,141833,8,13.0
264290,250132,4,3.0
264296,150404,7,5.0
264297,133645,5,10.0
264302,244810,5,3.0
264306,141872,8,2.0
264311,174551,3,7.0
264317,138947,10,31.0
264319,231020,3,8.0
264322,166104,11,8.0
264323,146898,2,1.0
264324,117622,3,6.0
264328,192679,4,1.0
264335,276495,9,9.0
264336,307979,10,12.0
264342,236494,16,25.0
264343,304475,2,2.0
264351,214975,13,5.0
264353,124635,7,24.0
264354,147816,2,
264356,142836,18,25.0
264363,221392,3,
264366,156124,5,10.0
264367,137432,4,7.0
264368,115650,5,7.0
264369,162800,1,2.0
264372,316566,12,13.0
264377,137493,20,29.0
264380,238841,2,5.0
264381,250881,4,3.0
264382,294831,7,7.0
264386,228522,15,16.0
264397,155542,2,1.0
264402,288268,6,8.0
264416,309174,2,3.0
264418,263684,2,2.0
264423,325014,8,10.0
264427,119479,12,29.0
264429,120041,14,29.0
264432,300684,9,14.0
264435,261951,9,17.0
264436,283883,1,1.0
264438,269331,3,7.0
264439,153940,3,2.0
264443,126620,9,16.0
264450,251780,9,7.0
264451,286713,1,1.0
264456,307635,1,
264460,133742,10,23.0
264461,125848,6,3.0
264464,307198,5,12.0
264467,186251,4,3.0
264470,187826,5,2.0
264473,232604,11,18.0
264475,260767,8,24.0
264476,253992,3,2.0
264478,291557,1,4.0
264481,106480,5,7.0
264483,174078,2,3.0
264484,222346,14,18.0
264488,178499,5,11.0
264490,267055,3,8.0
264492,103759,10,12.0
264493,184264,11,4.0
264495,211468,1,1.0
264496,291800,5,9.0
264497,120644,10,21.0
264501,115059,16,17.0
264507,138296,9,17.0
264508,251639,3,2.0
264515,158274,26,36.0
264525,309121,6,16.0
264534,118246,4,7.0
264537,124817,3,3.0
264541,132846,15,20.0
264542,281331,11,20.0
264544,182646,14,30.0
264546,110893,18,19.0
264547,298164,7,10.0
264556,102559,2,5.0
264560,309069,10,12.0
264569,145089,5,4.0
264570,157643,15,4.0
264571,303694,15,26.0
264572,178804,9,29.0
264574,160050,5,6.0
264575,174672,4,3.0
264577,249695,2,3.0
264579,289638,5,5.0
264765,308043,10,8.0
264767,318926,22,
264768,315722,11,28.0
264784,101630,7,12.0
264785,262246,7,7.0
264788,111228,6,8.0
264790,235183,3,7.0
264793,289399,19,9.0
264794,252711,7,11.0
264796,123427,3,2.0
264801,228007,6,3.0
264802,146212,10,6.0
264803,122436,3,5.0
264804,129693,3,4.0
264805,232369,4,8.0
264807,318636,4,4.0
264808,233209,19,19.0
264811,285361,1,
264813,178337,4,4.0
264817,114615,5,7.0
264820,258227,4,6.0
264824,141172,13,20.0
264825,114582,11,6.0
264832,303075,3,3.0
264833,100615,8,21.0
264835,258861,1,1.0
264840,143535,6,10.0
264841,288820,3,2.0
264844,232954,21,31.0
264845,125557,13,13.0
264846,215278,14,18.0
264847,183377,12,31.0
264850,213846,3,2.0
264852,301071,11,10.0
264857,298068,3,1.0
264858,285851,4,
264859,222742,6,12.0
264864,126919,3,2.0
264876,245055,8,24.0
264879,147902,15,30.0
264882,241365,13,4.0
264885,102188,2,1.0
264887,295967,3,4.0
264890,295434,4,11.0
264892,134345,3,2.0
264893,141026,13,25.0
264895,114922,11,21.0
264898,277121,7,6.0
264902,310599,7,5.0
264907,137195,9,15.0
264909,171011,17,21.0
264910,304298,6,8.0
264912,204173,7,9.0
264915,272610,4,1.0
264916,235301,16,49.0
264917,178061,4,8.0
264919,267994,9,25.0
264920,142253,7,3.0
264924,114743,2,3.0
264927,151175,10,14.0
264929,228097,2,4.0
264938,317394,5,9.0
264942,172423,2,1.0
264946,214901,11,8.0
264947,308404,17,2.0
264951,110845,9,10.0
264953,304688,27,38.0
264956,206399,3,1.0
264958,321873,7,15.0
264960,260187,6,1.0
264964,251678,19,37.0
264969,223252,18,17.0
264972,136085,13,23.0
264975,240356,4,7.0
264980,204918,2,4.0
264984,135286,16,2.0
264988,138794,18,30.0
264989,263271,21,34.0
264991,279230,6,9.0
264993,259962,13,18.0
265000,166489,13,18.0
265001,246179,13,10.0
265007,293708,25,49.0
265008,185290,11,110.0
265010,104429,16,33.0
265012,228384,27,69.0
265014,323727,3,6.0
265017,179749,2,
265018,283438,13,15.0
265019,131591,5,4.0
265020,113978,16,10.0
265022,202426,7,10.0
265023,324258,1,1.0
265029,193585,5,16.0
265030,289136,4,5.0
265032,122636,8,12.0
265035,235920,14,10.0
265041,112312,3,6.0
265047,118319,14,22.0
265048,147704,9,9.0
265049,189923,27,9.0
265050,262040,10,10.0
265051,286901,2,4.0
265052,139765,2,3.0
265053,267811,14,17.0
265055,206824,6,7.0
265057,121823,5,4.0
265058,185455,2,4.0
265059,141167,5,13.0
265060,274727,3,1.0
265061,319801,18,12.0
265067,168055,1,1.0
265068,144479,4,5.0
265070,312626,16,7.0
265071,245064,7,
265072,158369,4,2.0
265077,184232,19,30.0
265080,210342,5,17.0
265081,283239,7,10.0
265090,269996,11,17.0
265093,154385,12,20.0
265094,290581,12,11.0
265095,242803,8,5.0
265098,274214,3,4.0
265109,150621,3,2.0
265117,103861,7,33.0
265121,269365,5,
265122,310907,7,8.0
265124,230424,10,24.0
265127,102993,9,13.0
265130,241083,5,29.0
265131,150273,9,5.0
265133,244240,15,38.0
265134,240022,16,1.0
265136,224771,8,
265137,134534,9,12.0
265142,106385,8,9.0
265147,181803,18,20.0
265150,235433,4,4.0
265155,115823,2,3.0
265156,248553,15,33.0
265162,134751,5,15.0
265166,304798,3,4.0
265167,186445,4,5.0
265168,196657,5,16.0
265178,254667,22,22.0
265184,243565,10,10.0
265190,164591,12,13.0
265191,265540,6,6.0
265192,165861,3,10.0
265195,103904,9,14.0
265198,320263,17,31.0
265204,237660,15,11.0
265205,238844,7,11.0
265210,129228,5,10.0
265211,131887,6,14.0
265213,207501,1,
265219,103939,20,34.0
265220,269079,11,7.0
265226,116521,12,18.0
265228,104289,3,
265229,204709,4,2.0
265233,232992,2,
265234,165450,2,9.0
265236,259937,13,10.0
265237,320832,22,6.0
265242,325807,6,19.0
265244,299667,2,1.0
265245,168287,9,16.0
265248,139346,11,9.0
265249,172218,1,
265250,216243,13,17.0
265256,142088,10,19.0
265257,269404,5,8.0
265259,167628,10,6.0
265260,289232,9,12.0
265261,307581,13,31.0
265267,302767,3,5.0
